Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"“ , beantwortet wird mit : Ja , ich würde alles dafür tun , dass diese Kinder hierherkommen können .","“ , beantwortet wird mit : Ja , [START] ich [END] würde [START] alles [END] dafür tun , dass [START] diese Kinder [END] hierherkommen können .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[1, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
Jetzt erteile ich das Wort dem Kollegen Dr. Braun zu einer Kurzintervention .,Jetzt erteile [START] ich [END] [START] das Wort [END] [START] dem Kollegen Dr. [END] [START] Braun [END] zu [START] einer Kurzintervention [END] .,"['O', 'O', 'B', 'B', 'I', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'O']","[1, 0, 1, 1, 0]",,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",
Die Bundeskanzlerin ist in ihrer Rede sehr ausführlich auf die Megatrends Digitalisierung und Klimaschutz eingegangen .,[START] Die Bundeskanzlerin [END] ist in [START] ihrer Rede [END] sehr ausführlich auf [START] die Megatrends [END] [START] Digitalisierung [END] und [START] Klimaschutz [END] eingegangen .,"['B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'B', 'O', 'O']","[1, 0, 0, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Aber sie hat eines nicht gemacht : diese beiden Megatrends zusammenzudenken .,Aber [START] sie [END] hat [START] eines [END] nicht gemacht : [START] diese beiden Megatrends [END] zusammenzudenken .,"['O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Nur wenn wir die Digitalisierung nachhaltig gestalten , ihr einen klaren CO Wenn wir das nicht tun und alles so weiterlaufen lassen wie bisher , dann wird sie ein Brandbeschleuniger der Klimakrise .","Nur wenn [START] wir [END] [START] die Digitalisierung [END] nachhaltig gestalten , [START] ihr [END] einen klaren CO Wenn [START] wir [END] [START] das [END] nicht tun und [START] alles [END] so weiterlaufen lassen wie bisher , dann wird [START] sie [END] [START] ein Brandbeschleuniger [END] [START] der Klimakrise [END] .","['O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'O']","[1, 0, 0, 1, 0, 0, 0, 0, 0]",,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das müssen wir uns endlich vergegenwärtigen .,[START] Das [END] müssen [START] wir [END] [START] uns [END] endlich vergegenwärtigen .,"['B', 'O', 'B', 'B', 'O', 'O', 'O']","[0, 1, 0]",,"[0, 0, 1, 0, 0, 0, 0]",
Wir erleben nämlich derzeit ein drastisches Wachstum des Energieverbrauchs digitaler Anwendungen .,[START] Wir [END] erleben nämlich derzeit [START] ein drastisches Wachstum [END] [START] des Energieverbrauchs [END] [START] digitaler Anwendungen [END] .,"['B', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'B', 'I', 'O']","[1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Laut einer französischen Studie zur künstlichen Intelligenz könnte sich der Energieverbrauch durch die Digitalisierung bis 2030 verzehnfachen .,Laut [START] einer französischen Studie [END] zur [START] künstlichen Intelligenz [END] könnte [START] sich [END] [START] der Energieverbrauch [END] durch [START] die Digitalisierung [END] bis 2030 verzehnfachen .,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir erleben eine Digitalisierung , die mit ihrem Ressourcenhunger für viele Menschen im globalen Süden zu einem wachsenden Problem wird .","[START] Wir [END] erleben [START] eine Digitalisierung [END] , [START] die [END] mit [START] ihrem Ressourcenhunger [END] für [START] viele Menschen [END] im [START] globalen Süden [END] zu [START] einem wachsenden Problem [END] wird .","['B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'O']","[1, 0, 0, 0, 1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir erleben eine immer größere Marktmacht weniger Akteure , denen die Digitalisierung gigantische Gewinne beschert .","[START] Wir [END] erleben [START] eine immer größere Marktmacht [END] [START] weniger Akteure [END] , [START] denen [END] [START] die Digitalisierung [END] [START] gigantische Gewinne [END] beschert .","['B', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'B', 'I', 'O', 'O']","[1, 0, 1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Chancen der Digitalisierung für Klimaschutz und Innovation lassen sich aber nur realisieren , wenn wir faire Märkte haben und wenn wir einen CO Denn erst wenn zum Beispiel – das ist ja die Entscheidung , die Sie im Klimakabinett zu treffen haben – CO Ganz entscheidend wird sein , dass wir uns der Monopole annehmen .","[START] Die Chancen [END] [START] der Digitalisierung [END] für [START] Klimaschutz [END] und [START] Innovation [END] lassen [START] sich [END] aber nur realisieren , wenn [START] wir [END] [START] faire Märkte [END] haben und wenn [START] wir [END] einen CO Denn erst wenn zum [START] Beispiel [END] – [START] das [END] ist ja [START] die Entscheidung [END] , [START] die [END] [START] Sie [END] im [START] Klimakabinett [END] zu treffen haben – [START] CO [END] Ganz entscheidend wird sein , dass [START] wir [END] [START] uns [END] [START] der Monopole [END] annehmen .","['B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",
"Es kann nicht sein , dass ein Konzern wie Amazon in Deutschland die Märkte vertikal und horizontal beherrscht und der Einzelhandel keine Chance mehr hat .","[START] Es [END] kann nicht sein , dass [START] ein Konzern [END] wie Amazon in [START] Deutschland [END] [START] die Märkte [END] vertikal und horizontal beherrscht und [START] der Einzelhandel [END] [START] keine Chance [END] mehr hat .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",
Wir müssen faire Märkte schaffen .,[START] Wir [END] müssen [START] faire Märkte [END] schaffen .,"['B', 'O', 'B', 'I', 'O', 'O']","[1, 0]",,"[1, 0, 0, 0, 0, 0]",
Wo bleibt hier Ihr Mut zur Gestaltung ?,Wo bleibt hier [START] Ihr Mut [END] zur [START] Gestaltung [END] ?,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Wo bleibt Ihre Strategie für künstliche Intelligenz in Richtung Klimaschutz , in Richtung mehr Nachdenklichkeit ?","Wo bleibt [START] Ihre Strategie [END] für [START] künstliche Intelligenz [END] in [START] Richtung Klimaschutz [END] , in [START] Richtung [END] [START] mehr Nachdenklichkeit [END] ?","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O']","[0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Hier müssen wir eine Innovationsinitiative schaffen .,Hier müssen [START] wir [END] [START] eine Innovationsinitiative [END] schaffen .,"['O', 'O', 'B', 'B', 'I', 'O', 'O']","[1, 0]",,"[0, 0, 1, 0, 0, 0, 0]",
Ich danke Ihnen .,[START] Ich [END] danke [START] Ihnen [END] .,"['B', 'O', 'B', 'O']","[1, 0]",,"[1, 0, 0, 0]",
"Vielen Dank , Herr Kollege Janecek .","Vielen Dank , [START] Herr Kollege [END] [START] Janecek [END] .","['O', 'O', 'O', 'B', 'I', 'B', 'O']","[1, 1]",,"[0, 0, 0, 1, 1, 1, 0]",
"– Als nächster Redner erhält das Wort der Kollege Alexander Dobrindt , CDU / CSU-Fraktion .","– Als [START] nächster Redner [END] erhält [START] das Wort [END] [START] der Kollege Alexander Dobrindt , CDU / CSU-Fraktion [END] .","['O', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","[1, 0, 1]",,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",
Herr Präsident !,[START] Herr Präsident [END] !,"['B', 'I', 'O']",[1],,"[1, 1, 0]",
Sehr geehrte Kollegen !,[START] Sehr geehrte Kollegen [END] !,"['B', 'I', 'I', 'O']",[1],,"[1, 1, 1, 0]",
Die Situation im Land ist dramatisch .,[START] Die Situation [END] im [START] Land [END] ist dramatisch .,"['B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Die Ballungsräume bersten .,[START] Die Ballungsräume [END] bersten .,"['B', 'I', 'O', 'O']",[0],,"[0, 0, 0, 0]",
Die Menschen leiden unter Höchstmieten und dem Mangel an Wohnungen und Bauland .,[START] Die Menschen [END] leiden unter [START] Höchstmieten [END] und [START] dem Mangel [END] an [START] Wohnungen [END] und [START] Bauland [END] .,"['B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[1, 0, 0, 0, 0]",,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"All Ihre vollmundigen , realitätsfernen Versprechungen wie 1,5 Millionen neue Wohnungen , Mietpreisbremse , Dachgeschossausbau sind aber nichts als Taschenspielertricks , um vom eigentlichen Thema abzulenken , dem weißen Elefanten , der mitten im Raum steht und über den niemand sprechen darf , nämlich die Bevölkerungsentwicklung .","[START] All Ihre vollmundigen , realitätsfernen Versprechungen [END] wie 1,5 Millionen [START] neue Wohnungen [END] , [START] Mietpreisbremse [END] , [START] Dachgeschossausbau [END] sind aber [START] nichts [END] als [START] Taschenspielertricks [END] , um vom [START] eigentlichen Thema [END] abzulenken , [START] dem weißen Elefanten [END] , [START] der [END] mitten im [START] Raum [END] steht und über [START] den [END] [START] niemand [END] sprechen darf , [START] nämlich die Bevölkerungsentwicklung [END] .","['B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
Die deutsche Bevölkerung schrumpft seit 2010 um circa 175 0 Menschen pro Jahr .,[START] Die deutsche Bevölkerung [END] schrumpft seit 2010 um [START] circa 175 0 Menschen [END] pro [START] Jahr [END] .,"['B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O']","[1, 1, 0]",,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",
Jedes Jahr verschwindet eine Stadt wie Potsdam oder Saarbrücken .,[START] Jedes Jahr [END] verschwindet [START] eine Stadt [END] wie Potsdam oder [START] Saarbrücken [END] .,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Eigentlich müsste also ein Überangebot an Wohnungen da sein .,Eigentlich müsste also [START] ein Überangebot [END] an [START] Wohnungen [END] da sein .,"['O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Tatsächlich wird die Wohnungsnot in Deutschland jedoch jedes Jahr größer .,Tatsächlich wird [START] die Wohnungsnot [END] in [START] Deutschland [END] jedoch jedes Jahr größer .,"['O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das hat einen klaren Grund : In Deutschland kommt jedes Jahr eine Stadt wie Hannover oder Dresden durch Zuwanderung dazu , in den letzten acht Jahren also 4 Millionen Menschen .","[START] Das [END] hat [START] einen klaren Grund [END] : In [START] Deutschland [END] kommt [START] jedes Jahr [END] [START] eine Stadt [END] wie Hannover oder [START] Dresden [END] durch [START] Zuwanderung [END] dazu , in [START] den letzten acht Jahren [END] also 4 Millionen [START] Menschen [END] .","['B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",
Bei einer durchschnittlichen Haushaltsgröße von zwei Personen benötigen diese Menschen also 2 Millionen Wohnungen .,Bei [START] einer durchschnittlichen Haushaltsgröße [END] von [START] zwei Personen [END] benötigen [START] diese Menschen [END] also [START] 2 Millionen Wohnungen [END] .,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O']","[0, 1, 1, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",
Die aktuelle Wohnungsnot ist also das Ergebnis eines totalen Regierungsversagens .,[START] Die aktuelle Wohnungsnot [END] ist also [START] das Ergebnis [END] [START] eines totalen Regierungsversagens [END] .,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich kann doch nicht ernsthaft die Grenzen öffnen , jeden reinlassen – allein in den letzten drei Jahren 2 Millionen illegale Migranten – und glauben , dass das keine Auswirkungen auf den Wohnungsmarkt hat .","[START] Ich [END] kann doch nicht ernsthaft [START] die Grenzen [END] öffnen , [START] jeden [END] reinlassen – allein in [START] den letzten drei Jahren [END] [START] 2 Millionen illegale Migranten [END] – und glauben , dass [START] das [END] [START] keine Auswirkungen [END] auf [START] den Wohnungsmarkt [END] hat .","['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[1, 0, 0, 0, 1, 0, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ja , es hat Auswirkungen .","Ja , es hat [START] Auswirkungen [END] .","['O', 'O', 'O', 'O', 'B', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
Jeder sechste Haushalt zahlt mehr als 40 Prozent seines Einkommens nur für die Kaltmiete .,[START] Jeder sechste Haushalt [END] zahlt [START] mehr als 40 Prozent [END] [START] seines Einkommens [END] nur für [START] die Kaltmiete [END] .,"['B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'O', 'O', 'B', 'I', 'O']","[1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Für viele dieser Menschen bedeutet das , dass ihnen nicht genug Geld für den Alltag bleibt .","Für [START] viele [END] [START] dieser Menschen [END] bedeutet [START] das [END] , dass [START] ihnen [END] nicht [START] genug Geld [END] für [START] den Alltag [END] bleibt .","['O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 1, 0, 0, 0, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Es entstehen dann ganz sonderbare Verzerrungen : Während viele Flüchtlingsunterkünfte leer stehen , müssen Obdachlose draußen frieren .","Es entstehen dann [START] ganz sonderbare Verzerrungen [END] : Während [START] viele Flüchtlingsunterkünfte [END] leer stehen , müssen [START] Obdachlose [END] draußen frieren .","['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']","[0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",
Hier in Berlin treibt man es dann noch auf die Spitze .,Hier in [START] Berlin [END] treibt [START] man [END] [START] es [END] dann noch auf [START] die Spitze [END] .,"['O', 'O', 'B', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Einer , der schon länger hier lebt , und ein sogenannter Flüchtling bewerben sich für dieselbe Wohnung .","[START] Einer [END] , [START] der [END] schon länger hier lebt , und [START] ein sogenannter Flüchtling [END] bewerben [START] sich [END] für [START] dieselbe Wohnung [END] .","['B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
"Beide erhalten Hilfe vom Staat , aber der rot-rot-grüne Senat bezahlt dem Vermieter für ein und dieselbe Wohnung 20 Prozent mehr , wenn die Wohnung an den Flüchtling vermietet wird .","[START] Beide [END] erhalten [START] Hilfe [END] vom [START] Staat [END] , aber [START] der rot-rot-grüne Senat [END] bezahlt [START] dem Vermieter [END] für [START] ein und dieselbe Wohnung [END] [START] 20 Prozent mehr [END] , wenn [START] die Wohnung [END] an [START] den Flüchtling [END] vermietet wird .","['B', 'O', 'B', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 1, 1, 1, 0, 0, 0, 1]",,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",
"Sie hier auf der linken Seite machen damit Inländerdiskriminierung zum Prinzip des Staates , und das schlägt dem Fass den Boden aus .","[START] Sie [END] hier auf [START] der linken Seite [END] machen damit [START] Inländerdiskriminierung [END] zum [START] Prinzip [END] [START] des Staates [END] , und [START] das [END] schlägt [START] dem Fass [END] [START] den Boden [END] aus .","['B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Solange die Bundesregierung nicht willens ist , die Kontrolle über unsere Grenzen wiederzuerlangen , und solange die Bundesregierung sich weigert , unkontrollierte Zuwanderung zu unterbinden , wird sich die Wohnungsnot in Deutschland unweigerlich weiter verschlimmern .","Solange [START] die Bundesregierung [END] nicht willens ist , [START] die Kontrolle [END] über [START] unsere Grenzen [END] wiederzuerlangen , und solange [START] die Bundesregierung [END] [START] sich [END] weigert , [START] unkontrollierte Zuwanderung [END] zu unterbinden , wird [START] sich [END] [START] die Wohnungsnot [END] in [START] Deutschland [END] unweigerlich weiter verschlimmern .","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[1, 0, 0, 1, 0, 0, 0, 0, 0]",,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ein weiterer Aspekt , der von Ihnen gerne einfach ausgeblendet wird : Die Deutschen erarbeiten zwar den meisten Wohlstand für Europa , sind aber nach Angaben der Europäischen Zentralbank die Ärmsten im Euro-Raum .","[START] Ein weiterer Aspekt [END] , [START] der [END] von [START] Ihnen [END] gerne einfach ausgeblendet wird : [START] Die Deutschen [END] erarbeiten zwar [START] den meisten Wohlstand [END] für [START] Europa [END] , sind aber nach [START] Angaben [END] [START] der Europäischen Zentralbank [END] [START] die Ärmsten [END] im [START] Euro-Raum [END] .","['B', 'I', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",
So ist zum Beispiel das durchschnittliche Haushaltsvermögen der Griechen doppelt so groß und das der Italiener sogar dreimal so groß wie das deutscher Familien .,So ist zum [START] Beispiel [END] das durchschnittliche Haushaltsvermögen [START] der Griechen [END] doppelt so groß und [START] das [END] [START] der Italiener [END] sogar dreimal so groß wie das deutscher Familien .,"['O', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Einer der wichtigsten Gründe dafür ist die extrem niedrige Wohneigentumsquote , die immer noch weiter sinkt , weil viele Landesregierungen die Menschen , die sich eine Wohnung kaufen wollen , als Melkkuh missbrauchen und die Grunderwerbsteuer immer weiter erhöhen .","[START] Einer [END] [START] der wichtigsten Gründe [END] dafür ist [START] die extrem niedrige Wohneigentumsquote [END] , [START] die [END] immer noch weiter sinkt , weil [START] viele Landesregierungen [END] [START] die Menschen [END] , [START] die [END] [START] sich [END] [START] eine Wohnung [END] kaufen wollen , als [START] Melkkuh [END] missbrauchen und [START] die Grunderwerbsteuer [END] immer weiter erhöhen .","['B', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Die Aufgabe des Staates ist es aber nicht , Menschen beim Kauf einer Wohnung abzukassieren , sondern im Gegenteil dafür zu sorgen , dass sie sich eine Wohnung leisten können .","[START] Die Aufgabe [END] [START] des Staates [END] ist [START] es [END] aber nicht , [START] Menschen [END] beim [START] Kauf [END] [START] einer Wohnung [END] abzukassieren , sondern im [START] Gegenteil [END] dafür zu sorgen , dass [START] sie [END] [START] sich [END] [START] eine Wohnung [END] leisten können .","['B', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Dazu muss die Grunderwerbsteuer gesenkt werden und so umgestaltet werden , dass eine vierköpfige Familie beim Kauf einer Wohnung oder eines Hauses in Zukunft überhaupt keine Steuern mehr bezahlen muss .","Dazu muss [START] die Grunderwerbsteuer [END] gesenkt werden und so umgestaltet werden , dass [START] eine vierköpfige Familie [END] beim [START] Kauf [END] [START] einer Wohnung [END] oder [START] eines Hauses [END] in [START] Zukunft [END] überhaupt [START] keine Steuern [END] mehr bezahlen muss .","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
