Sentence,Tagged_Sentence,BIO_tags,Animated_NP,Animated_Prob_NP,Animated_Token,Animated_Prob_Token
"Im Übrigen haben auch relativ viele karitative Organisationen vor Ort gesagt , dass das der falsche Ansatz ist .","Im [START] Übrigen [END] haben [START] auch relativ viele karitative Organisationen [END] vor [START] Ort [END] gesagt , dass [START] das [END] [START] der falsche Ansatz [END] ist .","['O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Denn was war die Folge dieses Erlasses ?,Denn [START] was [END] war [START] die Folge [END] [START] dieses Erlasses [END] ?,"['O', 'B', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Die amerikanischen Unternehmen haben sich komplett zurückgezogen .,[START] Die amerikanischen Unternehmen [END] haben [START] sich [END] komplett zurückgezogen .,"['B', 'I', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Nicht nur die Unternehmen , die , wie Sie sagten , mit Kinderarbeit oder Blutdiamanten zu tun hatten , sondern auch die Unternehmen , die regulär vor Ort agiert und die Arbeitsbedingungen eingehalten haben , haben sich zurückgezogen .","[START] Nicht nur die Unternehmen [END] , [START] die [END] , wie [START] Sie [END] sagten , mit [START] Kinderarbeit [END] oder [START] Blutdiamanten [END] zu tun hatten , sondern [START] auch die Unternehmen [END] , [START] die [END] regulär vor [START] Ort [END] agiert und [START] die Arbeitsbedingungen [END] eingehalten haben , haben [START] sich [END] zurückgezogen .","['B', 'I', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Deshalb war der Schaden hinterher viel größer , und die dadurch entstandene Lücke wurde von anderen gefüllt , die nicht immer entsprechend handelten .","Deshalb war [START] der Schaden [END] hinterher viel größer , und [START] die dadurch entstandene Lücke [END] wurde von [START] anderen [END] gefüllt , [START] die [END] nicht immer entsprechend handelten .","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Insofern : So einfach , wie Sie das darstellen , ist es nicht .","Insofern : So einfach , wie [START] Sie [END] [START] das [END] darstellen , ist [START] es [END] nicht .","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich glaube , wir brauchen da mindestens europäische Lösungen , und die müssen auch in das internationale System passen .","[START] Ich [END] glaube , [START] wir [END] brauchen da [START] mindestens europäische Lösungen [END] , und [START] die [END] müssen auch in [START] das internationale System [END] passen .","['B', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir brauchen Entbürokratisierung ; das Stichwort „ entfesseln “ ist gefallen .,[START] Wir [END] brauchen [START] Entbürokratisierung [END] ; [START] das Stichwort [END] „ entfesseln “ ist gefallen .,"['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir haben über 40 Vorschläge gemacht , die wir jetzt mit dem Koalitionspartner diskutieren .","[START] Wir [END] haben [START] über 40 Vorschläge [END] gemacht , [START] die [END] [START] wir [END] jetzt mit [START] dem Koalitionspartner [END] diskutieren .","['B', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich hoffe wirklich sehr , dass Olaf Scholz – eben wurde er als „ Olaf Altmaier “ angesprochen – und die SPD jetzt endlich in die Puschen kommen .","[START] Ich [END] hoffe wirklich sehr , dass Olaf Scholz – eben wurde [START] er [END] als [START] „ Olaf Altmaier [END] “ angesprochen – und [START] die SPD [END] jetzt endlich in [START] die Puschen [END] kommen .","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir sind bereit .,[START] Wir [END] sind bereit .,"['B', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0]",
Die Kommission ist hochrangig besetzt .,[START] Die Kommission [END] ist hochrangig besetzt .,"['B', 'I', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
"Es geht um viel : von der Flexibilisierung der Arbeitszeit über Minijobfragen , Digitalisierung gesamter Prozesse sowie Beschleunigung von Planungen , die auch digitalisiert werden müssen , bis hin zu Erleichterungen für junge Unternehmen im Vergabeverfahren .","Es geht um [START] viel [END] : von [START] der Flexibilisierung [END] [START] der Arbeitszeit [END] über [START] Minijobfragen [END] , [START] Digitalisierung [END] [START] gesamter Prozesse [END] sowie [START] Beschleunigung [END] von [START] Planungen [END] , [START] die [END] auch digitalisiert werden müssen , bis hin zu [START] Erleichterungen [END] für [START] junge Unternehmen [END] im [START] Vergabeverfahren [END] .","['O', 'O', 'O', 'B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich glaube , etwas Neues ausprobieren , jetzt in der Coronakrise , das fördert die Modernisierung .","[START] Ich [END] glaube , [START] etwas Neues [END] ausprobieren , jetzt in [START] der Coronakrise [END] , [START] das [END] fördert [START] die Modernisierung [END] .","['B', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir brauchen aber auch langfristige Lösungen .,[START] Wir [END] brauchen aber auch [START] langfristige Lösungen [END] .,"['B', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Ich sage : Mehr Schumpeter wagen !,[START] Ich [END] sage : [START] Mehr Schumpeter [END] wagen !,"['B', 'O', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Die kreative Kraft der Zerstörung wirkt auch hier .,[START] Die kreative Kraft [END] [START] der Zerstörung [END] wirkt auch hier .,"['B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
Wir können nicht nur einfrieren .,[START] Wir [END] können nicht nur einfrieren .,"['B', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0]",
Deshalb brauchen wir die Innovationsförderung ; ZIM ist angesprochen worden .,Deshalb brauchen [START] wir [END] [START] die Innovationsförderung [END] ; [START] ZIM [END] ist angesprochen worden .,"['O', 'O', 'B', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wiederum hat der Deutsche Bundestag hier draufgesattelt , Herr Jurk , um 77 Millionen auf 636 Millionen Euro ; das sind sogar mehr als die von Ihnen genannten 620 Millionen Euro .","Wiederum hat [START] der Deutsche Bundestag [END] hier draufgesattelt , [START] Herr Jurk [END] , um [START] 77 Millionen [END] auf [START] 636 Millionen Euro [END] ; [START] das [END] sind [START] sogar mehr [END] als [START] die [END] von [START] Ihnen [END] genannten 620 Millionen [START] Euro [END] .","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Energieforschung und Luftfahrtforschung : Bis Mitte der 20er-Jahre werden wir das erste Wasserstoffflugzeug in die Luft bringen .,[START] Energieforschung [END] und [START] Luftfahrtforschung [END] : Bis [START] Mitte [END] [START] der 20er-Jahre [END] werden [START] wir [END] [START] das erste Wasserstoffflugzeug [END] in [START] die Luft [END] bringen .,"['B', 'O', 'B', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Da werden wir entsprechende Hilfen bereitstellen .,Da werden [START] wir [END] [START] entsprechende Hilfen [END] bereitstellen .,"['O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
"Wir brauchen eine Transformation in der Automobilindustrie , aber auch synthetische Kraftstoffe .","[START] Wir [END] brauchen [START] eine Transformation [END] in [START] der Automobilindustrie [END] , aber [START] auch synthetische Kraftstoffe [END] .","['B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wer es mit der Dekarbonisierung ernst meint , der muss jetzt synthetische Kraftstoffe einsetzen , die ja schon im Bestand sind .","[START] Wer [END] [START] es [END] mit [START] der Dekarbonisierung [END] ernst meint , der muss jetzt [START] synthetische Kraftstoffe [END] einsetzen , [START] die [END] ja schon im [START] Bestand [END] sind .","['B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich hoffe , dass unser Koalitionspartner , dass die SPD-Fraktion das Ministerium zur Einhaltung des Koalitionsvertrages auffordert .","[START] Ich [END] hoffe , dass unser Koalitionspartner , dass [START] die SPD-Fraktion [END] [START] das Ministerium [END] zur [START] Einhaltung [END] [START] des Koalitionsvertrages [END] auffordert .","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Das Thema Wasserstoff ist angesprochen worden .,[START] Das Thema Wasserstoff [END] ist angesprochen worden .,"['B', 'I', 'I', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0]",
Den Handel hat noch keiner angesprochen ; das will ich abschließend tun .,[START] Den Handel [END] hat [START] noch keiner [END] angesprochen ; [START] das [END] will [START] ich [END] abschließend tun .,"['B', 'I', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Ohne freien Handel wird das alles nichts .,Ohne [START] freien Handel [END] wird [START] das [END] alles [START] nichts [END] .,"['O', 'B', 'I', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Wir sind davon abhängig wie kein anderes Land .,[START] Wir [END] sind davon abhängig wie kein anderes Land .,"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",[0],,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
Deshalb müssen wir CETA ratifizieren .,Deshalb müssen [START] wir [END] [START] CETA [END] ratifizieren .,"['O', 'O', 'B', 'B', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0]",
Wir müssen ein verlässlicher Partner sein .,[START] Wir [END] müssen [START] ein verlässlicher Partner [END] sein .,"['B', 'O', 'B', 'I', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
20 Jahre Zusammenarbeit mit Mercosur dürfen nicht enden .,[START] 20 Jahre Zusammenarbeit [END] mit [START] Mercosur [END] dürfen nicht enden .,"['B', 'I', 'I', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Wir müssen vielmehr mithelfen , dass entsprechende Rahmenbedingungen gesetzt werden ; sonst setzen sie andere Akteure auf der Welt .","[START] Wir [END] müssen vielmehr mithelfen , dass [START] entsprechende Rahmenbedingungen [END] gesetzt werden ; sonst setzen [START] sie [END] [START] andere Akteure [END] auf [START] der Welt [END] .","['B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Herr Kollege .,[START] Herr Kollege [END] .,"['B', 'I', 'O']",[0],,"[0, 0, 0]",
"Lassen Sie uns also anpacken , damit wir im nächsten Jahr dort anknüpfen können , wo wir letztes Jahr endeten .","Lassen [START] Sie [END] [START] uns [END] also anpacken , damit [START] wir [END] im [START] nächsten Jahr [END] dort anknüpfen können , wo [START] wir [END] [START] letztes Jahr [END] endeten .","['O', 'B', 'B', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
Für die Fraktion der SPD hat das Wort die Kollegin Gabriele Katzmarek .,Für [START] die Fraktion [END] [START] der SPD [END] hat [START] das Wort [END] [START] die Kollegin Gabriele Katzmarek [END] .,"['O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Zum Buch : Das ist kein kommerzielles Projekt – sonst würde ich es nicht erwähnen ; der Erlös fließt an ein Entwicklungsprojekt – ; da ist der Sachverhalt genau dargestellt .,Zum [START] Buch [END] : [START] Das [END] ist [START] kein kommerzielles Projekt [END] – sonst würde [START] ich [END] [START] es [END] nicht erwähnen ; [START] der Erlös [END] fließt an [START] ein Entwicklungsprojekt [END] – ; da ist [START] der Sachverhalt [END] genau dargestellt .,"['O', 'B', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'B', 'B', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Herr Kekeritz , ich bin sieben Jahre im Amt .","Herr [START] Kekeritz [END] , [START] ich [END] bin [START] sieben Jahre [END] im [START] Amt [END] .","['O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Ich habe das Problem , dass ich den Schwarzen hier zu grün bin und den Grünen noch zu schwarz .","[START] Ich [END] habe [START] das Problem [END] , dass [START] ich [END] [START] den Schwarzen [END] hier zu grün bin und [START] den Grünen [END] noch zu schwarz .","['B', 'O', 'B', 'I', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Aber ich habe vieles von Ihnen aufgenommen , und wir setzen vieles in den Entwicklungsländern um .","Aber [START] ich [END] habe [START] vieles [END] von [START] Ihnen [END] aufgenommen , und [START] wir [END] setzen [START] vieles [END] in [START] den Entwicklungsländern [END] um .","['O', 'B', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Da sind wir hier der Zeit voraus .,Da sind [START] wir [END] hier [START] der Zeit [END] voraus .,"['O', 'O', 'B', 'O', 'B', 'I', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Ich nenne ein Beispiel – das haben Sie mich nämlich letztes Jahr gefragt – : Plastik .,[START] Ich [END] nenne [START] ein Beispiel [END] [START] – das [END] haben [START] Sie [END] [START] mich [END] nämlich [START] letztes Jahr [END] gefragt – : Plastik .,"['B', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Die Meeresvermüllung bereitet uns enorme Probleme in der Welt .,[START] Die Meeresvermüllung [END] bereitet [START] uns [END] [START] enorme Probleme [END] in [START] der Welt [END] .,"['B', 'I', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
In den nächsten zehn Jahren gibt es in den Ozeanen mehr Plastik als Fische .,In [START] den nächsten zehn Jahren [END] gibt es in [START] den Ozeanen [END] [START] mehr Plastik [END] als [START] Fische [END] .,"['O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Meine Damen und Herren , als ich damals gesagt habe : „ Jetzt führen wir ein Plastiktütenverbot ein “ , gab es hier bei vielen einen Aufschrei .","[START] Meine Damen [END] und [START] Herren [END] , als [START] ich [END] damals gesagt habe : „ Jetzt führen [START] wir [END] [START] ein Plastiktütenverbot [END] ein “ , gab es hier bei [START] vielen [END] [START] einen Aufschrei [END] .","['B', 'I', 'O', 'B', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'O']","[0, 0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Frau Schulze hat es dann eingeführt .,[START] Frau Schulze [END] hat [START] es [END] dann eingeführt .,"['B', 'I', 'O', 'B', 'O', 'O', 'O']","[0, 0]",,"[0, 0, 0, 0, 0, 0, 0]",
Wir brauchen ein weltweites Verbot des Exportes von Müll aus den Industrie- in die Entwicklungsländer .,[START] Wir [END] brauchen [START] ein weltweites Verbot [END] [START] des Exportes [END] von [START] Müll [END] aus den Industrie- in [START] die Entwicklungsländer [END] .,"['B', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das ist ein europäisches Thema , das ich auch im Rahmen der deutschen Ratspräsidentschaft anstoßen werde .","[START] Das [END] ist [START] ein europäisches Thema [END] , [START] das [END] [START] ich [END] auch im [START] Rahmen [END] [START] der deutschen Ratspräsidentschaft [END] anstoßen werde .","['B', 'O', 'B', 'I', 'I', 'O', 'B', 'B', 'O', 'O', 'B', 'B', 'I', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Vielen Dank .,Vielen Dank .,"['O', 'O', 'O']",[],,"[0, 0, 0]",
– Der nächste Fragesteller ist Dr. Christoph Hoffmann von der FDP .,– [START] Der nächste Fragesteller [END] ist [START] Dr. Christoph Hoffmann [END] von [START] der FDP [END] .,"['O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Gerne .,Gerne .,"['O', 'O']",[],,"[0, 0]",
– Sie sprachen von Internationalität und Informationsaustausch .,– [START] Sie [END] sprachen von [START] Internationalität [END] und [START] Informationsaustausch [END] .,"['O', 'B', 'O', 'O', 'B', 'O', 'B', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
"Aber was sich in der Pandemie auch gezeigt hat , war die Notwendigkeit konzertierten Handelns .","Aber [START] was [END] [START] sich [END] in [START] der Pandemie [END] auch gezeigt hat , war [START] die Notwendigkeit [END] [START] konzertierten Handelns [END] .","['O', 'B', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Das heißt an dieser Stelle : Irgendeiner muss den Hut aufhaben , um letzten Endes die in den Ländern stattfindenden Aktivitäten auch so zu koordinieren , dass am Ende zielführend agiert wird .","[START] Das [END] heißt an [START] dieser Stelle [END] : [START] Irgendeiner [END] muss [START] den Hut [END] aufhaben , um [START] letzten Endes die in den Ländern stattfindenden Aktivitäten [END] auch so zu koordinieren , dass am [START] Ende [END] zielführend agiert wird .","['B', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Insofern ist meine Frage , wie dies jenseits des Bildens von Plattformen und Netzwerken sichergestellt werden kann .","Insofern ist [START] meine Frage [END] , wie [START] dies [END] jenseits [START] des Bildens [END] von [START] Plattformen [END] und [START] Netzwerken [END] sichergestellt werden kann .","['O', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Sehr geehrter Herr Präsident !,[START] Sehr geehrter Herr Präsident [END] !,"['B', 'I', 'I', 'I', 'O']",[0],,"[0, 0, 0, 0, 0]",
Liebe Kolleginnen !,[START] Liebe Kolleginnen [END] !,"['B', 'I', 'O']",[0],,"[0, 0, 0]",
Liebe Kollegen !,[START] Liebe Kollegen [END] !,"['B', 'I', 'O']",[0],,"[0, 0, 0]",
"Ich freue mich auf jeden Fall , dass wir heute wieder mal über die Erfolgsgeschichte Mindestlohn sprechen .","[START] Ich [END] freue [START] mich [END] auf [START] jeden Fall [END] , dass [START] wir [END] heute wieder mal über [START] die Erfolgsgeschichte [END] [START] Mindestlohn [END] sprechen .","['B', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'B', 'I', 'B', 'O', 'O']","[0, 0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
"Vielen Dank für Ihren Antrag dazu , liebe Kolleginnen und Kollegen der Linken .","Vielen Dank für [START] Ihren Antrag [END] dazu , [START] liebe Kolleginnen [END] und [START] Kollegen [END] [START] der Linken [END] .","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'B', 'I', 'O']","[0, 0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
Auch für mich ist es ein Jubiläum .,Auch für [START] mich [END] ist [START] es [END] [START] ein Jubiläum [END] .,"['O', 'O', 'B', 'O', 'B', 'B', 'I', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0]",
Ich darf hier heute zum zehnten Mal zum Mindestlohn sprechen .,[START] Ich [END] darf hier heute zum [START] zehnten Mal [END] zum [START] Mindestlohn [END] sprechen .,"['B', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O']","[0, 0, 0]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
